committee,date,alderman,status
Committee on License and Consumer Protection,10/27/15 0:00,"Sawyer, Roderick T.",0
Committee on License and Consumer Protection,10/27/15 0:00,"Burns, William D.",1
Committee on License and Consumer Protection,9/3/14 0:00,"O'Connor, Mary",0
Committee on License and Consumer Protection,9/3/14 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,9/3/14 0:00,"Fioretti, Bob",1
Committee on License and Consumer Protection,9/3/14 0:00,"Cochran, Willie",1
Committee on License and Consumer Protection,9/3/14 0:00,"Cardenas, George A.",0
Committee on License and Consumer Protection,9/3/14 0:00,"Silverstein, Debra L.",0
Committee on License and Consumer Protection,9/3/14 0:00,"Thompson, JoAnn",1
Committee on License and Consumer Protection,9/3/14 0:00,"Chandler, Michael D.",0
Committee on License and Consumer Protection,9/3/14 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,9/3/14 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,9/3/14 0:00,"Arena, John",1
Committee on License and Consumer Protection,9/3/14 0:00,"Sawyer, Roderick T.",0
Committee on License and Consumer Protection,9/3/14 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,9/3/14 0:00,"Moreno, Proco Joe",0
Committee on License and Consumer Protection,9/3/14 0:00,"Cappleman, James",1
Committee on License and Consumer Protection,9/3/14 0:00,"Tunney, Thomas",0
Committee on License and Consumer Protection,9/3/14 0:00,"Sposato, Nicholas",1
Committee on License and Consumer Protection,9/3/14 0:00,"Graham, Deborah L.",1
Committee on License and Consumer Protection,7/23/14 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,7/23/14 0:00,"O'Connor, Mary",1
Committee on License and Consumer Protection,7/23/14 0:00,"Graham, Deborah L.",1
Committee on License and Consumer Protection,7/23/14 0:00,"Fioretti, Bob",1
Committee on License and Consumer Protection,7/23/14 0:00,"Cochran, Willie",1
Committee on License and Consumer Protection,7/23/14 0:00,"Cardenas, George A.",0
Committee on License and Consumer Protection,7/23/14 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,7/23/14 0:00,"Thompson, JoAnn",1
Committee on License and Consumer Protection,7/23/14 0:00,"Chandler, Michael D.",0
Committee on License and Consumer Protection,7/23/14 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,7/23/14 0:00,"Tunney, Thomas",1
Committee on License and Consumer Protection,7/23/14 0:00,"Sawyer, Roderick T.",0
Committee on License and Consumer Protection,7/23/14 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,7/23/14 0:00,"Arena, John",1
Committee on License and Consumer Protection,7/23/14 0:00,"Cappleman, James",1
Committee on License and Consumer Protection,7/23/14 0:00,"Moreno, Proco Joe",0
Committee on License and Consumer Protection,7/23/14 0:00,"Sposato, Nicholas",1
Committee on License and Consumer Protection,8/29/12 0:00,"O'Connor, Mary",1
Committee on License and Consumer Protection,8/29/12 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,8/29/12 0:00,"Fioretti, Bob",1
Committee on License and Consumer Protection,8/29/12 0:00,"Arena, John",1
Committee on License and Consumer Protection,8/29/12 0:00,"Cardenas, George A.",1
Committee on License and Consumer Protection,8/29/12 0:00,"Cochran, Willie",0
Committee on License and Consumer Protection,8/29/12 0:00,"Sposato, Nicholas",1
Committee on License and Consumer Protection,8/29/12 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,8/29/12 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,8/29/12 0:00,"Tunney, Thomas",1
Committee on License and Consumer Protection,8/29/12 0:00,"Chandler, Michael D.",0
Committee on License and Consumer Protection,8/29/12 0:00,"Sawyer, Roderick T.",1
Committee on License and Consumer Protection,8/29/12 0:00,"Silverstein, Debra L.",0
Committee on License and Consumer Protection,8/29/12 0:00,"Moreno, Proco Joe",0
Committee on License and Consumer Protection,8/29/12 0:00,"Cappleman, James",1
Committee on License and Consumer Protection,8/29/12 0:00,"Graham, Deborah L.",1
Committee on License and Consumer Protection,8/29/12 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,1/12/16 0:00,"Scott, Jr. Michael",1
Committee on License and Consumer Protection,1/12/16 0:00,"Sawyer, Roderick T.",0
Committee on License and Consumer Protection,1/12/16 0:00,"Smith, Michele",1
Committee on License and Consumer Protection,1/12/16 0:00,"Harris, Michelle A.",0
Committee on License and Consumer Protection,1/12/16 0:00,"Mitts, Emma",0
Committee on License and Consumer Protection,1/12/16 0:00,"Cochran, Willie",1
Committee on License and Consumer Protection,1/12/16 0:00,"Burnett, Jr., Walter",1
Committee on License and Consumer Protection,1/12/16 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,1/12/16 0:00,"Waguespack, Scott",1
Committee on License and Consumer Protection,1/12/16 0:00,"Mitchell, Gregory I.",1
Committee on License and Consumer Protection,1/12/16 0:00,"Taliaferro, Chris",1
Committee on License and Consumer Protection,1/12/16 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,1/12/16 0:00,"Tunney, Thomas",1
Committee on License and Consumer Protection,1/12/16 0:00,"Moore, David H.",1
Committee on License and Consumer Protection,1/12/16 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,1/12/16 0:00,"Arena, John",1
Committee on License and Consumer Protection,1/12/16 0:00,"Maldonado, Roberto",0
Committee on License and Consumer Protection,1/12/16 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,1/12/16 0:00,"Cappleman, James",1
Committee on License and Consumer Protection,3/4/14 0:00,"O'Connor, Mary",1
Committee on License and Consumer Protection,3/4/14 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,3/4/14 0:00,"Fioretti, Bob",1
Committee on License and Consumer Protection,3/4/14 0:00,"Graham, Deborah L.",1
Committee on License and Consumer Protection,3/4/14 0:00,"Cochran, Willie",0
Committee on License and Consumer Protection,3/4/14 0:00,"Cardenas, George A.",0
Committee on License and Consumer Protection,3/4/14 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,3/4/14 0:00,"Thompson, JoAnn",1
Committee on License and Consumer Protection,3/4/14 0:00,"Sposato, Nicholas",1
Committee on License and Consumer Protection,3/4/14 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,3/4/14 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,3/4/14 0:00,"Arena, John",1
Committee on License and Consumer Protection,3/4/14 0:00,"Chandler, Michael D.",0
Committee on License and Consumer Protection,3/4/14 0:00,"Sawyer, Roderick T.",1
Committee on License and Consumer Protection,3/4/14 0:00,"Cappleman, James",1
Committee on License and Consumer Protection,3/4/14 0:00,"Tunney, Thomas",0
Committee on License and Consumer Protection,3/4/14 0:00,"Moreno, Proco Joe",1
Committee on License and Consumer Protection,3/4/14 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,6/16/15 0:00,"Scott, Jr. Michael",1
Committee on License and Consumer Protection,6/16/15 0:00,"Smith, Michele",1
Committee on License and Consumer Protection,6/16/15 0:00,"Harris, Michelle A.",0
Committee on License and Consumer Protection,6/16/15 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,6/16/15 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,6/16/15 0:00,"Burnett, Jr., Walter",1
Committee on License and Consumer Protection,6/16/15 0:00,"Cochran, Willie",1
Committee on License and Consumer Protection,6/16/15 0:00,"Waguespack, Scott",1
Committee on License and Consumer Protection,6/16/15 0:00,"Mitchell, Gregory I.",1
Committee on License and Consumer Protection,6/16/15 0:00,"Taliaferro, Chris",1
Committee on License and Consumer Protection,6/16/15 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,6/16/15 0:00,"Tunney, Thomas",1
Committee on License and Consumer Protection,6/16/15 0:00,"Moore, David H.",1
Committee on License and Consumer Protection,6/16/15 0:00,"Sawyer, Roderick T.",1
Committee on License and Consumer Protection,6/16/15 0:00,"Arena, John",1
Committee on License and Consumer Protection,6/16/15 0:00,"Cappleman, James",1
Committee on License and Consumer Protection,6/16/15 0:00,"Maldonado, Roberto",0
Committee on License and Consumer Protection,6/16/15 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,6/16/15 0:00,"Reilly, Brendan",1
Committee on License and Consumer Protection,6/16/15 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,1/18/17 0:00,"Scott, Jr. Michael",1
Committee on License and Consumer Protection,1/18/17 0:00,"Smith, Michele",1
Committee on License and Consumer Protection,1/18/17 0:00,"Arena, John",1
Committee on License and Consumer Protection,1/18/17 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,1/18/17 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,1/18/17 0:00,"Cochran, Willie",1
Committee on License and Consumer Protection,1/18/17 0:00,"Waguespack, Scott",1
Committee on License and Consumer Protection,1/18/17 0:00,"Mitchell, Gregory I.",1
Committee on License and Consumer Protection,1/18/17 0:00,"Taliaferro, Chris",1
Committee on License and Consumer Protection,1/18/17 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,1/18/17 0:00,"Tunney, Thomas",1
Committee on License and Consumer Protection,1/18/17 0:00,"Moore, David H.",1
Committee on License and Consumer Protection,1/18/17 0:00,"Sawyer, Roderick T.",1
Committee on License and Consumer Protection,1/18/17 0:00,"Harris, Michelle A.",1
Committee on License and Consumer Protection,1/18/17 0:00,"Cappleman, James",1
Committee on License and Consumer Protection,1/18/17 0:00,"Maldonado, Roberto",1
Committee on License and Consumer Protection,1/18/17 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,1/18/17 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,12/7/16 0:00,"Scott, Jr. Michael",1
Committee on License and Consumer Protection,12/7/16 0:00,"Sawyer, Roderick T.",0
Committee on License and Consumer Protection,12/7/16 0:00,"Smith, Michele",1
Committee on License and Consumer Protection,12/7/16 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,12/7/16 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,12/7/16 0:00,"Ramirez-Rosa, Carlos",1
Committee on License and Consumer Protection,12/7/16 0:00,"King, Sophia",1
Committee on License and Consumer Protection,12/7/16 0:00,"Cochran, Willie",0
Committee on License and Consumer Protection,12/7/16 0:00,"Waguespack, Scott",1
Committee on License and Consumer Protection,12/7/16 0:00,"Mitchell, Gregory I.",1
Committee on License and Consumer Protection,12/7/16 0:00,"Taliaferro, Chris",1
Committee on License and Consumer Protection,12/7/16 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,12/7/16 0:00,"Arena, John",0
Committee on License and Consumer Protection,12/7/16 0:00,"Moore, David H.",1
Committee on License and Consumer Protection,12/7/16 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,12/7/16 0:00,"Harris, Michelle A.",0
Committee on License and Consumer Protection,12/7/16 0:00,"Maldonado, Roberto",0
Committee on License and Consumer Protection,12/7/16 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,12/7/16 0:00,"Tunney, Thomas",0
Committee on License and Consumer Protection,12/7/16 0:00,"Cappleman, James",0
Committee on License and Consumer Protection,1/9/13 0:00,"O'Connor, Mary",0
Committee on License and Consumer Protection,1/9/13 0:00,"Sposato, Nicholas",1
Committee on License and Consumer Protection,1/9/13 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,1/9/13 0:00,"Cochran, Willie",0
Committee on License and Consumer Protection,1/9/13 0:00,"Cardenas, George A.",1
Committee on License and Consumer Protection,1/9/13 0:00,"Silverstein, Debra L.",0
Committee on License and Consumer Protection,1/9/13 0:00,"Chandler, Michael D.",0
Committee on License and Consumer Protection,1/9/13 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,1/9/13 0:00,"Quinn, Marty",0
Committee on License and Consumer Protection,1/9/13 0:00,"Arena, John",1
Committee on License and Consumer Protection,1/9/13 0:00,"Fioretti, Bob",0
Committee on License and Consumer Protection,1/9/13 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,1/9/13 0:00,"Moreno, Proco Joe",0
Committee on License and Consumer Protection,1/9/13 0:00,"Cappleman, James",1
Committee on License and Consumer Protection,1/9/13 0:00,"Tunney, Thomas",0
Committee on License and Consumer Protection,1/9/13 0:00,"Graham, Deborah L.",0
Committee on License and Consumer Protection,1/9/13 0:00,"Sawyer, Roderick T.",1
Committee on License and Consumer Protection,9/25/12 0:00,"O'Shea, Matthew J.",0
Committee on License and Consumer Protection,9/25/12 0:00,"O'Connor, Mary",1
Committee on License and Consumer Protection,9/25/12 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,9/25/12 0:00,"Fioretti, Bob",1
Committee on License and Consumer Protection,9/25/12 0:00,"Arena, John",0
Committee on License and Consumer Protection,9/25/12 0:00,"Cardenas, George A.",1
Committee on License and Consumer Protection,9/25/12 0:00,"Cochran, Willie",0
Committee on License and Consumer Protection,9/25/12 0:00,"Sposato, Nicholas",1
Committee on License and Consumer Protection,9/25/12 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,9/25/12 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,9/25/12 0:00,"Tunney, Thomas",1
Committee on License and Consumer Protection,9/25/12 0:00,"Chandler, Michael D.",0
Committee on License and Consumer Protection,9/25/12 0:00,"Sawyer, Roderick T.",0
Committee on License and Consumer Protection,9/25/12 0:00,"Cappleman, James",0
Committee on License and Consumer Protection,9/25/12 0:00,"Silverstein, Debra L.",0
Committee on License and Consumer Protection,9/25/12 0:00,"Moreno, Proco Joe",1
Committee on License and Consumer Protection,9/25/12 0:00,"Graham, Deborah L.",1
Committee on License and Consumer Protection,1/8/14 0:00,"Sawyer, Roderick T.",0
Committee on License and Consumer Protection,1/8/14 0:00,"O'Connor, Mary",1
Committee on License and Consumer Protection,1/8/14 0:00,"Sposato, Nicholas",1
Committee on License and Consumer Protection,1/8/14 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,1/8/14 0:00,"Cochran, Willie",1
Committee on License and Consumer Protection,1/8/14 0:00,"Cardenas, George A.",0
Committee on License and Consumer Protection,1/8/14 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,1/8/14 0:00,"Thompson, JoAnn",1
Committee on License and Consumer Protection,1/8/14 0:00,"Chandler, Michael D.",0
Committee on License and Consumer Protection,1/8/14 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,1/8/14 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,1/8/14 0:00,"Arena, John",1
Committee on License and Consumer Protection,1/8/14 0:00,"Fioretti, Bob",0
Committee on License and Consumer Protection,1/8/14 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,1/8/14 0:00,"Moreno, Proco Joe",0
Committee on License and Consumer Protection,1/8/14 0:00,"Tunney, Thomas",0
Committee on License and Consumer Protection,1/8/14 0:00,"Graham, Deborah L.",0
Committee on License and Consumer Protection,1/8/14 0:00,"Cappleman, James",1
Committee on License and Consumer Protection,6/4/13 0:00,"Graham, Deborah L.",0
Committee on License and Consumer Protection,6/4/13 0:00,"O'Connor, Mary",1
Committee on License and Consumer Protection,6/4/13 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,6/4/13 0:00,"Fioretti, Bob",1
Committee on License and Consumer Protection,6/4/13 0:00,"Arena, John",1
Committee on License and Consumer Protection,6/4/13 0:00,"Cardenas, George A.",0
Committee on License and Consumer Protection,6/4/13 0:00,"Cochran, Willie",0
Committee on License and Consumer Protection,6/4/13 0:00,"Chandler, Michael D.",1
Committee on License and Consumer Protection,6/4/13 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,6/4/13 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,6/4/13 0:00,"Tunney, Thomas",1
Committee on License and Consumer Protection,6/4/13 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,6/4/13 0:00,"Silverstein, Debra L.",0
Committee on License and Consumer Protection,6/4/13 0:00,"Moreno, Proco Joe",0
Committee on License and Consumer Protection,6/4/13 0:00,"Cappleman, James",0
Committee on License and Consumer Protection,6/4/13 0:00,"Sposato, Nicholas",1
Committee on License and Consumer Protection,6/4/13 0:00,"Sawyer, Roderick T.",1
Committee on License and Consumer Protection,8/28/13 0:00,"Sposato, Nicholas",0
Committee on License and Consumer Protection,8/28/13 0:00,"Sawyer, Roderick T.",0
Committee on License and Consumer Protection,8/28/13 0:00,"O'Connor, Mary",1
Committee on License and Consumer Protection,8/28/13 0:00,"Graham, Deborah L.",1
Committee on License and Consumer Protection,8/28/13 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,8/28/13 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,8/28/13 0:00,"Cardenas, George A.",1
Committee on License and Consumer Protection,8/28/13 0:00,"Cochran, Willie",0
Committee on License and Consumer Protection,8/28/13 0:00,"Chandler, Michael D.",0
Committee on License and Consumer Protection,8/28/13 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,8/28/13 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,8/28/13 0:00,"Tunney, Thomas",1
Committee on License and Consumer Protection,8/28/13 0:00,"Fioretti, Bob",0
Committee on License and Consumer Protection,8/28/13 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,8/28/13 0:00,"Arena, John",0
Committee on License and Consumer Protection,8/28/13 0:00,"Cappleman, James",0
Committee on License and Consumer Protection,8/28/13 0:00,"Moreno, Proco Joe",1
Committee on License and Consumer Protection,8/28/13 0:00,"Thompson, JoAnn",1
Committee on License and Consumer Protection,10/26/16 0:00,"Scott, Jr. Michael",1
Committee on License and Consumer Protection,10/26/16 0:00,"Cochran, Willie",0
Committee on License and Consumer Protection,10/26/16 0:00,"Sawyer, Roderick T.",0
Committee on License and Consumer Protection,10/26/16 0:00,"Smith, Michele",1
Committee on License and Consumer Protection,10/26/16 0:00,"Harris, Michelle A.",0
Committee on License and Consumer Protection,10/26/16 0:00,"Mitts, Emma",0
Committee on License and Consumer Protection,10/26/16 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,10/26/16 0:00,"King, Sophia",1
Committee on License and Consumer Protection,10/26/16 0:00,"Burnett, Jr., Walter",1
Committee on License and Consumer Protection,10/26/16 0:00,"Waguespack, Scott",0
Committee on License and Consumer Protection,10/26/16 0:00,"Mitchell, Gregory I.",1
Committee on License and Consumer Protection,10/26/16 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,10/26/16 0:00,"Quinn, Marty",0
Committee on License and Consumer Protection,10/26/16 0:00,"Tunney, Thomas",1
Committee on License and Consumer Protection,10/26/16 0:00,"Moore, David H.",0
Committee on License and Consumer Protection,10/26/16 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,10/26/16 0:00,"Arena, John",0
Committee on License and Consumer Protection,10/26/16 0:00,"Maldonado, Roberto",0
Committee on License and Consumer Protection,10/26/16 0:00,"Taliaferro, Chris",0
Committee on License and Consumer Protection,10/26/16 0:00,"Villegas, Gilbert",1
Committee on License and Consumer Protection,10/26/16 0:00,"Cappleman, James",0
Committee on License and Consumer Protection,12/7/11 0:00,"Sposato, Nicholas",0
Committee on License and Consumer Protection,12/7/11 0:00,"O'Connor, Mary",0
Committee on License and Consumer Protection,12/7/11 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,12/7/11 0:00,"Fioretti, Bob",1
Committee on License and Consumer Protection,12/7/11 0:00,"Cochran, Willie",1
Committee on License and Consumer Protection,12/7/11 0:00,"Cardenas, George A.",0
Committee on License and Consumer Protection,12/7/11 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,12/7/11 0:00,"Chandler, Michael D.",0
Committee on License and Consumer Protection,12/7/11 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,12/7/11 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,12/7/11 0:00,"Tunney, Thomas",1
Committee on License and Consumer Protection,12/7/11 0:00,"Sawyer, Roderick T.",0
Committee on License and Consumer Protection,12/7/11 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,12/7/11 0:00,"Arena, John",1
Committee on License and Consumer Protection,12/7/11 0:00,"Cappleman, James",1
Committee on License and Consumer Protection,12/7/11 0:00,"Moreno, Proco Joe",0
Committee on License and Consumer Protection,12/7/11 0:00,"Graham, Deborah L.",1
Committee on License and Consumer Protection,5/17/16 0:00,"Mitchell, Gregory I.",1
Committee on License and Consumer Protection,5/17/16 0:00,"Tunney, Thomas",0
Committee on License and Consumer Protection,5/17/16 0:00,"Cappleman, James",0
Committee on License and Consumer Protection,5/17/16 0:00,"Harris, Michelle A.",0
Committee on License and Consumer Protection,5/17/16 0:00,"Burnett, Jr., Walter",1
Committee on License and Consumer Protection,5/17/16 0:00,"Taliaferro, Chris",1
Committee on License and Consumer Protection,5/17/16 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,5/17/16 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,5/17/16 0:00,"Smith, Michele",0
Committee on License and Consumer Protection,5/17/16 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,5/17/16 0:00,"Ramirez-Rosa, Carlos",1
Committee on License and Consumer Protection,5/17/16 0:00,"Waguespack, Scott",1
Committee on License and Consumer Protection,5/17/16 0:00,"Dowell, Pat",1
Committee on License and Consumer Protection,5/17/16 0:00,"Moore, David H.",0
Committee on License and Consumer Protection,5/17/16 0:00,"Sadlowski Garza, Susan",1
Committee on License and Consumer Protection,5/17/16 0:00,"Maldonado, Roberto",0
Committee on License and Consumer Protection,5/17/16 0:00,"Reilly, Brendan",1
Committee on License and Consumer Protection,5/17/16 0:00,"Scott, Jr. Michael",1
Committee on License and Consumer Protection,5/17/16 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,5/17/16 0:00,"Arena, John",0
Committee on License and Consumer Protection,5/17/16 0:00,"King, Sophia",1
Committee on License and Consumer Protection,5/17/16 0:00,"Cochran, Willie",1
Committee on License and Consumer Protection,5/17/16 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,5/17/16 0:00,"Sawyer, Roderick T.",1
Committee on License and Consumer Protection,6/21/16 0:00,"Mitchell, Gregory I.",1
Committee on License and Consumer Protection,6/21/16 0:00,"Tunney, Thomas",1
Committee on License and Consumer Protection,6/21/16 0:00,"Cappleman, James",1
Committee on License and Consumer Protection,6/21/16 0:00,"Harris, Michelle A.",0
Committee on License and Consumer Protection,6/21/16 0:00,"Cochran, Willie",0
Committee on License and Consumer Protection,6/21/16 0:00,"Lopez, Raymond A.",1
Committee on License and Consumer Protection,6/21/16 0:00,"Beale, Anthony",1
Committee on License and Consumer Protection,6/21/16 0:00,"Taliaferro, Chris",1
Committee on License and Consumer Protection,6/21/16 0:00,"Quinn, Marty",0
Committee on License and Consumer Protection,6/21/16 0:00,"O'Shea, Matthew J.",0
Committee on License and Consumer Protection,6/21/16 0:00,"Thompson, Patrick D.",1
Committee on License and Consumer Protection,6/21/16 0:00,"Smith, Michele",0
Committee on License and Consumer Protection,6/21/16 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,6/21/16 0:00,"Napolitano, Anthony V.",1
Committee on License and Consumer Protection,6/21/16 0:00,"Waguespack, Scott",1
Committee on License and Consumer Protection,6/21/16 0:00,"Dowell, Pat",1
Committee on License and Consumer Protection,6/21/16 0:00,"Mell, Deborah",1
Committee on License and Consumer Protection,6/21/16 0:00,"Moore, David H.",1
Committee on License and Consumer Protection,6/21/16 0:00,"Sadlowski Garza, Susan",1
Committee on License and Consumer Protection,6/21/16 0:00,"Maldonado, Roberto",1
Committee on License and Consumer Protection,6/21/16 0:00,"Scott, Jr. Michael",1
Committee on License and Consumer Protection,6/21/16 0:00,"Mitts, Emma",0
Committee on License and Consumer Protection,6/21/16 0:00,"Arena, John",1
Committee on License and Consumer Protection,6/21/16 0:00,"King, Sophia",1
Committee on License and Consumer Protection,6/21/16 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,6/21/16 0:00,"Sawyer, Roderick T.",1
Committee on License and Consumer Protection,3/7/13 0:00,"Sposato, Nicholas",1
Committee on License and Consumer Protection,3/7/13 0:00,"O'Connor, Mary",0
Committee on License and Consumer Protection,3/7/13 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,3/7/13 0:00,"Fioretti, Bob",1
Committee on License and Consumer Protection,3/7/13 0:00,"Cochran, Willie",1
Committee on License and Consumer Protection,3/7/13 0:00,"Cardenas, George A.",1
Committee on License and Consumer Protection,3/7/13 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,3/7/13 0:00,"Chandler, Michael D.",1
Committee on License and Consumer Protection,3/7/13 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,3/7/13 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,3/7/13 0:00,"Tunney, Thomas",1
Committee on License and Consumer Protection,3/7/13 0:00,"Sawyer, Roderick T.",0
Committee on License and Consumer Protection,3/7/13 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,3/7/13 0:00,"Arena, John",1
Committee on License and Consumer Protection,3/7/13 0:00,"Cappleman, James",1
Committee on License and Consumer Protection,3/7/13 0:00,"Moreno, Proco Joe",1
Committee on License and Consumer Protection,3/7/13 0:00,"Graham, Deborah L.",1
Committee on License and Consumer Protection,11/18/14 0:00,"Sawyer, Roderick T.",0
Committee on License and Consumer Protection,11/18/14 0:00,"O'Connor, Mary",1
Committee on License and Consumer Protection,11/18/14 0:00,"Chandler, Michael D.",0
Committee on License and Consumer Protection,11/18/14 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,11/18/14 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,11/18/14 0:00,"Cardenas, George A.",0
Committee on License and Consumer Protection,11/18/14 0:00,"Cochran, Willie",0
Committee on License and Consumer Protection,11/18/14 0:00,"Sposato, Nicholas",0
Committee on License and Consumer Protection,11/18/14 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,11/18/14 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,11/18/14 0:00,"Tunney, Thomas",1
Committee on License and Consumer Protection,11/18/14 0:00,"Fioretti, Bob",0
Committee on License and Consumer Protection,11/18/14 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,11/18/14 0:00,"Arena, John",0
Committee on License and Consumer Protection,11/18/14 0:00,"Moreno, Proco Joe",0
Committee on License and Consumer Protection,11/18/14 0:00,"Cappleman, James",0
Committee on License and Consumer Protection,11/18/14 0:00,"Graham, Deborah L.",0
Committee on License and Consumer Protection,11/18/14 0:00,"Thompson, JoAnn",1
Committee on License and Consumer Protection,4/23/14 0:00,"Sposato, Nicholas",1
Committee on License and Consumer Protection,4/23/14 0:00,"O'Connor, Mary",1
Committee on License and Consumer Protection,4/23/14 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,4/23/14 0:00,"Fioretti, Bob",1
Committee on License and Consumer Protection,4/23/14 0:00,"Cochran, Willie",1
Committee on License and Consumer Protection,4/23/14 0:00,"Cardenas, George A.",0
Committee on License and Consumer Protection,4/23/14 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,4/23/14 0:00,"Thompson, JoAnn",1
Committee on License and Consumer Protection,4/23/14 0:00,"Chandler, Michael D.",1
Committee on License and Consumer Protection,4/23/14 0:00,"Graham, Deborah L.",1
Committee on License and Consumer Protection,4/23/14 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,4/23/14 0:00,"Tunney, Thomas",1
Committee on License and Consumer Protection,4/23/14 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,4/23/14 0:00,"Arena, John",1
Committee on License and Consumer Protection,4/23/14 0:00,"Cappleman, James",1
