Alderman,Committee,Start,End
"u'Thompson, JoAnn'",u'Committee on Finance',5/21/07,2/9/15
"u'Thompson, JoAnn'",u'Committee on Health and Environmental Protection',7/24/14,2/9/15
"u'Thompson, JoAnn'",u'Committee on Housing and Real Estate',5/21/07,2/9/15
"u'Thompson, JoAnn'",u'Committee on Human Relations',5/21/07,2/9/15
"u'Thompson, JoAnn'",u'Committee on License and Consumer Protection',7/24/13,2/9/15
"u'Thompson, JoAnn'",u'Joint Committee: Aviation; Finance',5/21/07,2/9/15
"u'Thompson, JoAnn'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',5/21/07,2/9/15
"u'Thompson, JoAnn'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',5/21/07,2/9/15
"u'Thompson, JoAnn'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',5/21/07,2/9/15
"u'Thompson, JoAnn'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,2/9/15
"u'Thompson, JoAnn'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",5/21/07,2/9/15
"u'Thompson, JoAnn'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",5/21/07,2/9/15
"u'Thompson, JoAnn'","u'Joint Committee: Economic, Capital and Technology Development; Health and Environmental Protection'",5/21/07,2/9/15
"u'Thompson, JoAnn'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",5/21/07,2/9/15
"u'Thompson, JoAnn'","u'Joint Committee: Economic, Capital and Technology Development; License and Consumer Protection'",7/24/13,2/9/15
"u'Thompson, JoAnn'",u'Joint Committee: Education and Child Development; Finance',5/21/07,2/9/15
"u'Thompson, JoAnn'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',3/11/14,2/9/15
"u'Thompson, JoAnn'",u'Joint Committee: Finance; Health and Environmental Protection',5/21/07,2/9/15
"u'Thompson, JoAnn'",u'Joint Committee: Finance; Housing and Real Estate',5/21/07,2/9/15
"u'Thompson, JoAnn'",u'Joint Committee: Finance; Human Relations',5/21/07,2/9/15
"u'Thompson, JoAnn'",u'Joint Committee: Finance; Public Safety',5/21/07,2/9/15
"u'Thompson, JoAnn'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",5/21/07,2/9/15
"u'Thompson, JoAnn'",u'Joint Committee: Finance; Transportation and Public Way',2/5/14,2/9/15
"u'Thompson, JoAnn'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",5/21/07,2/9/15
"u'Thompson, JoAnn'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,2/9/15
"u'Thompson, JoAnn'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',5/21/07,2/9/15
"u'Thompson, JoAnn'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection',5/21/07,2/9/15
"u'Thompson, JoAnn'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,2/9/15
"u'Thompson, JoAnn'",u'Joint Committee: Housing and Real Estate; Human Relations',5/21/07,2/9/15
"u'Thompson, JoAnn'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,2/9/15
"u'Thompson, JoAnn'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",5/21/07,2/9/15
"u'Thompson, JoAnn'",u'Joint Committee: Human Relations; Public Safety',5/21/07,2/9/15
"u'Thompson, JoAnn'",u'Joint Committee: License and Consumer Protection; Human Relations',5/16/11,2/9/15
"u'Thompson, JoAnn'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',4/24/14,2/9/15
"u'Thompson, JoAnn'","u'Joint Committee: License and Consumer Protection; Zoning, Landmarks and Building Standards'",7/24/13,2/9/15
"u'Arena, John'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",5/18/11,5/4/15
"u'Arena, John'",u'Joint Committee: License and Consumer Protection; Human Relations',5/16/11,5/4/15
"u'Austin, Carrie M.'",u'Joint Committee: Aviation; Finance',5/21/07,5/4/15
"u'Austin, Carrie M.'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',5/18/11,5/4/15
"u'Austin, Carrie M.'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',5/21/07,5/4/15
"u'Austin, Carrie M.'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',5/21/07,5/4/15
"u'Austin, Carrie M.'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",5/21/07,5/4/15
"u'Austin, Carrie M.'","u'Joint Committee: Economic, Capital and Technology Development; Health and Environmental Protection'",5/21/07,5/4/15
"u'Austin, Carrie M.'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Austin, Carrie M.'",u'Joint Committee: Education and Child Development; Finance',5/21/07,5/4/15
"u'Austin, Carrie M.'",u'Joint Committee: Finance; Health and Environmental Protection',5/21/07,5/4/15
"u'Austin, Carrie M.'",u'Joint Committee: Finance; Housing and Real Estate',5/21/07,5/4/15
"u'Austin, Carrie M.'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",5/21/07,5/4/15
"u'Austin, Carrie M.'",u'Joint Committee: Finance; Transportation and Public Way',2/5/14,5/4/15
"u'Austin, Carrie M.'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Austin, Carrie M.'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',5/21/07,5/4/15
"u'Austin, Carrie M.'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection',5/21/07,5/4/15
"u'Austin, Carrie M.'",u'Joint Committee: Housing and Real Estate; Human Relations',5/21/07,5/4/15
"u'Austin, Carrie M.'","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Austin, Carrie M.'",u'Joint Committee: Workforce Development and Audit; Public Safety',5/16/11,5/4/15
"u'Balcer, James'",u'Joint Committee: Aviation; Finance',5/21/07,5/4/15
"u'Balcer, James'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',5/21/07,5/4/15
"u'Balcer, James'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',5/21/07,5/4/15
"u'Balcer, James'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',5/21/07,5/4/15
"u'Balcer, James'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",5/21/07,5/4/15
"u'Balcer, James'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",5/21/07,5/4/15
"u'Balcer, James'","u'Joint Committee: Economic, Capital and Technology Development; Health and Environmental Protection'",5/21/07,5/4/15
"u'Balcer, James'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Balcer, James'",u'Joint Committee: Education and Child Development; Finance',5/21/07,5/4/15
"u'Balcer, James'",u'Joint Committee: Finance; Health and Environmental Protection',5/21/07,5/4/15
"u'Balcer, James'",u'Joint Committee: Finance; Housing and Real Estate',5/21/07,5/4/15
"u'Balcer, James'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",5/21/07,5/4/15
"u'Balcer, James'",u'Joint Committee: Finance; Transportation and Public Way',2/5/14,5/4/15
"u'Balcer, James'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Balcer, James'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',5/21/07,5/4/15
"u'Balcer, James'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection',5/21/07,5/4/15
"u'Balcer, James'",u'Joint Committee: Housing and Real Estate; Human Relations',5/21/07,5/4/15
"u'Balcer, James'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Balcer, James'",u'Joint Committee: Human Relations; Public Safety',5/21/07,5/4/15
"u'Balcer, James'",u'Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way',5/21/07,5/4/15
"u'Balcer, James'","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Balcer, James'",u'Joint Committee: Workforce Development and Audit; Public Safety',5/16/11,5/4/15
"u'Beale, Anthony'",u'Joint Committee: Aviation; Finance',5/21/07,5/4/15
"u'Beale, Anthony'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',5/21/07,5/4/15
"u'Beale, Anthony'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',5/21/07,5/4/15
"u'Beale, Anthony'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',5/21/07,5/4/15
"u'Beale, Anthony'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",5/21/07,5/4/15
"u'Beale, Anthony'",u'Joint Committee: Education and Child Development; Finance',5/21/07,5/4/15
"u'Beale, Anthony'",u'Joint Committee: Finance; Health and Environmental Protection',5/21/07,5/4/15
"u'Beale, Anthony'",u'Joint Committee: Finance; Housing and Real Estate',5/21/07,5/4/15
"u'Beale, Anthony'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",5/21/07,5/4/15
"u'Beale, Anthony'",u'Joint Committee: Finance; Transportation and Public Way',2/5/14,5/4/15
"u'Beale, Anthony'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Beale, Anthony'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',5/18/11,5/4/15
"u'Beale, Anthony'",u'Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way',5/21/07,5/4/15
"u'Beale, Anthony'","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Beale, Anthony'",u'Joint Committee: Workforce Development and Audit; Public Safety',5/16/11,5/4/15
"u'Brookins, Jr., Howard'",u'Joint Committee: Aviation; Finance',5/21/07,5/4/15
"u'Brookins, Jr., Howard'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',5/21/07,5/4/15
"u'Brookins, Jr., Howard'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',5/21/07,5/4/15
"u'Brookins, Jr., Howard'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',5/21/07,5/4/15
"u'Brookins, Jr., Howard'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",5/21/07,5/4/15
"u'Brookins, Jr., Howard'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",5/18/11,5/4/15
"u'Brookins, Jr., Howard'","u'Joint Committee: Economic, Capital and Technology Development; Special Events, Cultural Affairs and Recreation'",5/21/07,5/4/15
"u'Brookins, Jr., Howard'",u'Joint Committee: Education and Child Development; Finance',5/21/07,5/4/15
"u'Brookins, Jr., Howard'",u'Joint Committee: Finance; Health and Environmental Protection',5/21/07,5/4/15
"u'Brookins, Jr., Howard'",u'Joint Committee: Finance; Housing and Real Estate',5/21/07,5/4/15
"u'Brookins, Jr., Howard'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",5/21/07,5/4/15
"u'Brookins, Jr., Howard'",u'Joint Committee: Finance; Transportation and Public Way',2/5/14,5/4/15
"u'Brookins, Jr., Howard'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Brookins, Jr., Howard'",u'Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way',5/21/07,5/4/15
"u'Brookins, Jr., Howard'","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Brookins, Jr., Howard'",u'Joint Committee: Workforce Development and Audit; Public Safety',5/16/11,5/4/15
"u'Burke, Edward M.'",u'Joint Committee: Aviation; Finance',5/21/07,5/4/15
"u'Burke, Edward M.'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',5/21/07,5/4/15
"u'Burke, Edward M.'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',5/21/07,5/4/15
"u'Burke, Edward M.'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',5/21/07,5/4/15
"u'Burke, Edward M.'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",5/21/07,5/4/15
"u'Burke, Edward M.'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",5/18/11,5/4/15
"u'Burke, Edward M.'",u'Joint Committee: Education and Child Development; Finance',5/21/07,5/4/15
"u'Burke, Edward M.'",u'Joint Committee: Finance; Health and Environmental Protection',5/21/07,5/4/15
"u'Burke, Edward M.'",u'Joint Committee: Finance; Housing and Real Estate',5/21/07,5/4/15
"u'Burke, Edward M.'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",5/21/07,5/4/15
"u'Burke, Edward M.'",u'Joint Committee: Finance; Transportation and Public Way',2/5/14,5/4/15
"u'Burke, Edward M.'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Burke, Edward M.'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',5/18/11,5/4/15
"u'Burke, Edward M.'","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Burke, Edward M.'",u'Joint Committee: Workforce Development and Audit; Public Safety',5/16/11,5/4/15
"u'Burnett, Jr., Walter'",u'Joint Committee: Aviation; Finance',5/21/07,5/4/15
"u'Burnett, Jr., Walter'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',5/21/07,5/4/15
"u'Burnett, Jr., Walter'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',5/21/07,5/4/15
"u'Burnett, Jr., Walter'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',5/21/07,5/4/15
"u'Burnett, Jr., Walter'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",5/21/07,5/4/15
"u'Burnett, Jr., Walter'","u'Joint Committee: Economic, Capital and Technology Development; Health and Environmental Protection'",5/21/07,5/4/15
"u'Burnett, Jr., Walter'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",7/24/13,5/4/15
"u'Burnett, Jr., Walter'","u'Joint Committee: Economic, Capital and Technology Development; Special Events, Cultural Affairs and Recreation'",5/21/07,5/4/15
"u'Burnett, Jr., Walter'",u'Joint Committee: Education and Child Development; Finance',5/21/07,5/4/15
"u'Burnett, Jr., Walter'",u'Joint Committee: Finance; Health and Environmental Protection',5/21/07,5/4/15
"u'Burnett, Jr., Walter'",u'Joint Committee: Finance; Housing and Real Estate',5/21/07,5/4/15
"u'Burnett, Jr., Walter'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",5/21/07,5/4/15
"u'Burnett, Jr., Walter'",u'Joint Committee: Finance; Transportation and Public Way',2/5/14,5/4/15
"u'Burnett, Jr., Walter'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Burnett, Jr., Walter'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',5/21/07,5/4/15
"u'Burnett, Jr., Walter'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection',5/21/07,5/4/15
"u'Burnett, Jr., Walter'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",7/24/13,5/4/15
"u'Burnett, Jr., Walter'",u'Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way',5/11/11,5/4/15
"u'Burnett, Jr., Walter'","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Burnett, Jr., Walter'",u'Joint Committee: Workforce Development and Audit; Public Safety',5/16/11,5/4/15
"u'Burns, William D.'",u'Joint Committee: Aviation; Finance',5/16/11,5/4/15
"u'Burns, William D.'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',5/16/11,5/4/15
"u'Burns, William D.'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",5/16/11,5/4/15
"u'Burns, William D.'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",5/16/11,5/4/15
"u'Burns, William D.'",u'Joint Committee: Education and Child Development; Finance',5/16/11,5/4/15
"u'Burns, William D.'",u'Joint Committee: Finance; Health and Environmental Protection',5/16/11,5/4/15
"u'Burns, William D.'",u'Joint Committee: Finance; Housing and Real Estate',5/16/11,5/4/15
"u'Burns, William D.'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",5/16/11,5/4/15
"u'Burns, William D.'",u'Joint Committee: Finance; Transportation and Public Way',2/5/14,5/4/15
"u'Burns, William D.'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",5/16/11,5/4/15
"u'Burns, William D.'",u'Joint Committee: Housing and Real Estate; Human Relations',5/16/11,5/4/15
"u'Burns, William D.'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",5/16/11,5/4/15
"u'Burns, William D.'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',5/4/07,5/4/15
"u'Burns, William D.'",u'Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way',5/18/11,5/4/15
"u'Burns, William D.'",u'Joint Committee: Workforce Development and Audit; Public Safety',5/16/11,5/4/15
"u'Cappleman, James'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',5/16/11,5/4/15
"u'Cappleman, James'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',5/16/11,5/4/15
"u'Cappleman, James'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',5/16/11,5/4/15
"u'Cappleman, James'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",5/16/11,5/4/15
