Alderman,Committee,Start,End
"u'Zalewski, Michael R.'","u'Joint Committee: Economic, Capital and Technology Development; License and Consumer Protection'",5/21/07,5/4/15
"u'Zalewski, Michael R.'","u'Joint Committee: Economic, Capital and Technology Development; Special Events, Cultural Affairs and Recreation'",5/21/07,5/4/15
"u'Zalewski, Michael R.'",u'Joint Committee: Education and Child Development; Finance',5/21/07,5/4/15
"u'Zalewski, Michael R.'",u'Joint Committee: Finance; Health and Environmental Protection',5/21/07,5/4/15
"u'Zalewski, Michael R.'",u'Joint Committee: Finance; Housing and Real Estate',5/21/07,5/4/15
"u'Zalewski, Michael R.'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",5/21/07,5/4/15
"u'Zalewski, Michael R.'",u'Joint Committee: Finance; Transportation and Public Way',2/5/14,5/4/15
"u'Zalewski, Michael R.'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u'Zalewski, Michael R.'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',5/21/07,5/4/15
"u'Zalewski, Michael R.'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection',5/21/07,5/4/15
"u'Zalewski, Michael R.'",u'Joint Committee: Workforce Development and Audit; Public Safety',5/16/11,5/4/15
"u""O'Connor, Mary""",u'Joint Committee: Aviation; Finance',5/16/11,5/4/15
"u""O'Connor, Mary""",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',5/16/11,5/4/15
"u""O'Connor, Mary""",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',5/16/11,5/4/15
"u""O'Connor, Mary""",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',5/16/11,5/4/15
"u""O'Connor, Mary""","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",5/16/11,5/4/15
"u""O'Connor, Mary""","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",5/18/11,5/4/15
"u""O'Connor, Mary""","u'Joint Committee: Economic, Capital and Technology Development; License and Consumer Protection'",5/16/11,5/4/15
"u""O'Connor, Mary""",u'Joint Committee: Education and Child Development; Finance',5/16/11,5/4/15
"u""O'Connor, Mary""",u'Joint Committee: Finance; Housing and Real Estate',5/16/11,5/4/15
"u""O'Connor, Mary""",u'Joint Committee: Finance; Transportation and Public Way',2/5/14,5/4/15
"u""O'Connor, Mary""","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",5/18/11,5/4/15
"u""O'Connor, Mary""",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',5/16/11,5/4/15
"u""O'Connor, Mary""",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection',5/16/11,5/4/15
"u""O'Connor, Mary""",u'Joint Committee: Housing and Real Estate; Human Relations',5/16/11,5/4/15
"u""O'Connor, Mary""","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",5/16/11,5/4/15
"u""O'Connor, Mary""",u'Joint Committee: Human Relations; Public Safety',5/16/11,5/4/15
"u""O'Connor, Mary""",u'Joint Committee: License and Consumer Protection; Human Relations',5/16/11,5/4/15
"u""O'Connor, Mary""",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',5/16/11,5/4/15
"u""O'Connor, Mary""","u'Joint Committee: License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/4/15
"u""O'Connor, Mary""",u'Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way',5/16/11,5/4/15
"u""O'Connor, Mary""","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",5/16/11,5/4/15
"u""O'Connor, Mary""",u'Joint Committee: Workforce Development and Audit; Public Safety',5/16/11,5/4/15
"u""O'Connor, Patrick""",u'Joint Committee: Aviation; Finance',5/21/07,5/4/15
"u""O'Connor, Patrick""",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',5/21/07,5/4/15
"u""O'Connor, Patrick""",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',5/21/07,5/4/15
"u""O'Connor, Patrick""",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',5/21/07,5/4/15
"u""O'Connor, Patrick""","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",5/21/07,5/4/15
"u""O'Connor, Patrick""",u'Joint Committee: Education and Child Development; Finance',5/21/07,5/4/15
"u""O'Connor, Patrick""",u'Joint Committee: Finance; Health and Environmental Protection',5/21/07,5/4/15
"u""O'Connor, Patrick""",u'Joint Committee: Finance; Housing and Real Estate',5/21/07,5/4/15
"u""O'Connor, Patrick""","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",5/21/07,5/4/15
"u""O'Connor, Patrick""",u'Joint Committee: Finance; Transportation and Public Way',2/5/14,5/4/15
"u""O'Connor, Patrick""","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",5/21/07,5/4/15
"u""O'Connor, Patrick""",u'Joint Committee: Workforce Development and Audit; Public Safety',5/16/11,5/4/15
"u""O'Shea, Matthew J.""",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',5/16/11,5/4/15
"u""O'Shea, Matthew J.""",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',5/16/11,5/4/15
"u""O'Shea, Matthew J.""",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',5/16/11,5/4/15
"u""O'Shea, Matthew J.""","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",5/16/11,5/4/15
"u""O'Shea, Matthew J.""","u'Joint Committee: Economic, Capital and Technology Development; License and Consumer Protection'",5/16/11,5/4/15
"u""O'Shea, Matthew J.""",u'Joint Committee: Education and Child Development; Finance',5/16/11,5/4/15
"u""O'Shea, Matthew J.""",u'Joint Committee: Finance; Transportation and Public Way',2/5/14,5/4/15
"u""O'Shea, Matthew J.""","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",5/18/11,5/4/15
"u""O'Shea, Matthew J.""",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',5/16/11,5/4/15
"u""O'Shea, Matthew J.""",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection',5/16/11,5/4/15
"u""O'Shea, Matthew J.""",u'Joint Committee: License and Consumer Protection; Human Relations',5/16/11,5/4/15
"u""O'Shea, Matthew J.""",u'Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way',5/16/11,5/4/15
"u""O'Shea, Matthew J.""","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",5/16/11,5/4/15
"u""O'Shea, Matthew J.""",u'Joint Committee: Workforce Development and Audit; Public Safety',5/16/11,5/4/15
"u'Arena, John'",u'Joint Committee: Aviation; Finance',5/16/11,5/5/15
"u'Arena, John'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',5/16/11,5/5/15
"u'Arena, John'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",5/16/11,5/5/15
"u'Arena, John'","u'Joint Committee: Economic, Capital and Technology Development; Health and Environmental Protection'",5/16/11,5/5/15
"u'Arena, John'","u'Joint Committee: Economic, Capital and Technology Development; License and Consumer Protection'",5/16/11,5/5/15
"u'Arena, John'","u'Joint Committee: Economic, Capital and Technology Development; Special Events, Cultural Affairs and Recreation'",5/16/11,5/5/15
"u'Arena, John'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",5/16/11,5/5/15
"u'Arena, John'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',5/16/11,5/5/15
"u'Arena, John'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection',5/16/11,5/5/15
"u'Arena, John'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Austin, Carrie M.'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Austin, Carrie M.'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Austin, Carrie M.'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Austin, Carrie M.'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Balcer, James'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Balcer, James'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Balcer, James'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Balcer, James'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Beale, Anthony'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Brookins, Jr., Howard'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Brookins, Jr., Howard'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Brookins, Jr., Howard'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Burke, Edward M.'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Burke, Edward M.'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Burke, Edward M.'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Burnett, Jr., Walter'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Burnett, Jr., Walter'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Burnett, Jr., Walter'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Burns, William D.'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Burns, William D.'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Cappleman, James'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Cappleman, James'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Cappleman, James'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Cappleman, James'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Cardenas, George A.'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Cardenas, George A.'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Cardenas, George A.'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Cardenas, George A.'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Chandler, Michael D.'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Chandler, Michael D.'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Chandler, Michael D.'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Cochran, Willie'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Cochran, Willie'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Cochran, Willie'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Cochran, Willie'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Colon, Rey'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Colon, Rey'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Colon, Rey'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Colon, Rey'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Cullerton, Timothy M.'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Cullerton, Timothy M.'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Cullerton, Timothy M.'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Cullerton, Timothy M.'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Dowell, Pat'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Dowell, Pat'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Dowell, Pat'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Dowell, Pat'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Fioretti, Bob'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Fioretti, Bob'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Fioretti, Bob'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Fioretti, Bob'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Foulkes, Toni'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Foulkes, Toni'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Foulkes, Toni'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Graham, Deborah L.'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Graham, Deborah L.'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Graham, Deborah L.'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Hairston, Leslie A.'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Hairston, Leslie A.'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Hairston, Leslie A.'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Harris, Michelle A.'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Harris, Michelle A.'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Harris, Michelle A.'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Harris, Michelle A.'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Holmes, Natashia'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Holmes, Natashia'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",2/13/13,5/5/15
"u'Holmes, Natashia'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Lane, Lona'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Lane, Lona'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Lane, Lona'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Laurino, Margaret'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Laurino, Margaret'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Laurino, Margaret'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Maldonado, Roberto'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Maldonado, Roberto'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Maldonado, Roberto'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Mitts, Emma'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Mitts, Emma'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Mitts, Emma'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Mitts, Emma'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Moore, Joseph'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Moore, Joseph'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Moore, Joseph'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Moreno, Proco Joe'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Moreno, Proco Joe'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Moreno, Proco Joe'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Munoz, Ricardo'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Pawar, Ameya'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Pawar, Ameya'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Pawar, Ameya'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Pope, John'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Pope, John'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Pope, John'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Pope, John'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Quinn, Marty'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Reboyras, Ariel'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Reboyras, Ariel'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Reboyras, Ariel'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Reilly, Brendan'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Reilly, Brendan'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Reilly, Brendan'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Sawyer, Roderick T.'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Silverstein, Debra L.'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Solis, Daniel'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Solis, Daniel'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Solis, Daniel'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Sposato, Nicholas'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Sposato, Nicholas'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Suarez, Regner Ray'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Suarez, Regner Ray'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Suarez, Regner Ray'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Suarez, Regner Ray'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Thomas, Latasha R.'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Thomas, Latasha R.'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',3/11/14,5/5/15
"u'Thomas, Latasha R.'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Thomas, Latasha R.'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Tunney, Thomas'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Tunney, Thomas'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Tunney, Thomas'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Tunney, Thomas'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Waguespack, Scott'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Waguespack, Scott'","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Zalewski, Michael R.'","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Zalewski, Michael R.'",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u'Zalewski, Michael R.'","u'Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u""O'Connor, Mary""","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u""O'Connor, Mary""",u'Joint Committee: Health and Environmental Protection; Housing and Real Estate',5/16/11,5/5/15
"u""O'Connor, Mary""","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u""O'Connor, Patrick""","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u""O'Shea, Matthew J.""","u'Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u""O'Shea, Matthew J.""","u'Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards'",5/16/11,5/5/15
"u'Holmes, Natashia'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",2/13/13,5/14/15
"u'Holmes, Natashia'","u'Joint Committee: Economic, Capital and Technology Development; Health and Environmental Protection'",2/13/13,5/14/15
"u'Mell, Deborah'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",7/24/13,5/14/15
"u'Mell, Deborah'","u'Joint Committee: Economic, Capital and Technology Development; Health and Environmental Protection'",7/24/13,5/14/15
"u'Balcer, James'",u'City Council',12/10/97,5/17/15
"u'Chandler, Michael D.'",u'City Council',5/16/11,5/17/15
"u'Colon, Rey'",u'City Council',5/5/03,5/17/15
"u'Cullerton, Timothy M.'",u'City Council',1/13/11,5/17/15
"u'Fioretti, Bob'",u'City Council',5/21/07,5/17/15
"u'Fioretti, Bob'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',3/11/14,5/17/15
"u'Graham, Deborah L.'",u'City Council',3/26/10,5/17/15
"u'Holmes, Natashia'",u'City Council',2/13/13,5/17/15
"u'Lane, Lona'",u'City Council',12/13/06,5/17/15
"u'Pope, John'",u'City Council',5/3/99,5/17/15
"u'Suarez, Regner Ray'",u'City Council',5/6/91,5/17/15
"u'Thomas, Latasha R.'",u'City Council',7/19/00,5/17/15
"u""O'Connor, Mary""",u'City Council',5/16/11,5/17/15
"u'Arena, John'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Austin, Carrie M.'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Austin, Carrie M.'",u'Joint Committee: Finance; Human Relations',8/3/94,5/18/15
"u'Balcer, James'",u'Committee on Aviation',5/21/07,5/18/15
"u'Balcer, James'",u'Committee on Budget and Government Operations',5/21/07,5/18/15
"u'Balcer, James'","u'Committee on Committees, Rules and Ethics'",5/21/07,5/18/15
"u'Balcer, James'",u'Committee on Finance',5/21/07,5/18/15
"u'Balcer, James'",u'Committee on Health and Environmental Protection',5/21/07,5/18/15
"u'Balcer, James'",u'Committee on Housing and Real Estate',5/21/07,5/18/15
"u'Balcer, James'",u'Committee on Pedestrian and Traffic Safety',5/21/07,5/18/15
"u'Balcer, James'",u'Committee on Public Safety',5/21/07,5/18/15
"u'Balcer, James'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Balcer, James'",u'Joint Committee: Finance; Human Relations',12/10/97,5/18/15
"u'Balcer, James'",u'Joint Committee: Finance; License and Consumer Protection',3/18/15,5/18/15
"u'Balcer, James'",u'Joint Committee: Finance; Public Safety',12/10/97,5/18/15
"u'Beale, Anthony'","u'Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation'",3/11/15,5/18/15
"u'Beale, Anthony'",u'Joint Committee: Finance; Human Relations',5/3/99,5/18/15
"u'Brookins, Jr., Howard'","u'Committee on Special Events, Cultural Affairs and Recreation'",5/21/07,5/18/15
